id;name;value
064dd1df-3664-4378-8944-a89e0b7ae397;wildlifeInfo;"Plentiful species of flora and fauna live in the Umpqua National Forest. 66 mammals, 18 fish, and 236 bird types inhabit the area, including elk, deer, fox, bats, winter steelhead, eagles, osprey, and peregrine falcons.;As for the vegetation, old-growth forests consist of ponderosa pine, oaks, and Douglas fir, to name just a few."
064dd1df-3664-4378-8944-a89e0b7ae397;geologyAndHistory;"Numerous geological processes — such as massive volcanic activity, the High Cascades glaciation, and whitewater rapids — shaped the stunning terrain and landscape of the Umpqua National Forest, including the abundant waterfalls. The fact that the Umpqua National Forest unites several distinct geologic provinces resulted in such an interesting array of natural events. Andesite monolithic spires and volcanic basalt are typical of the forest and are among its most striking geologic features.;As for Forest's historical background, over 10,000 years ago, the first people to inhabit the land were the ancestors of the Umpqua, Yoncalla, Southern Molala Tribes, and Cow Creek Band. After European and American settlers moved to the area, disease and violence, including the Rogue River Wars, greatly reduced the tribes’ populations.; Eventually, they were forcibly moved to Siletz and Grand Ronde Reservations. The Cow Creek Band of the Umpqua currently remains within the upper Umpqua Basin and is working towards restoring their ancestral homeland - learn more about the band on their website.;In 1925, the United States Congress signed into law a bill that designated the Umpqua National Forest. At that time, logging and mining activities had been taking place before the area was protected and the Civilian Conservation Corps started to build bridges, roads, and recreation facilities."
0a5762d9-5874-4f31-be67-7eb0bdfa6bed;description;"Located in the southern Sierra Nevada, Sequoia National Park is noted for its giant sequoia trees - the most massive trees in the world. General Sherman occupies the top position, being the world's largest tree, as it measures 275 feet tall and has a base diameter of 36 feet. Mount Whitney (the tallest mountain in the contiguous United States!) is another outstanding landmark of the area.;The bulk of the Park’s territory is taken up by a Wilderness Area, offering an amazing journey across the forested mountainous terrain. Astounding biodiversity is revealed through the chain of elevational zones, each presenting a unique ecosystem. A number of lakes, rivers, and streams punctuate this extremely beautiful section of California wildland and abound with brook and golden trout, attracting both bears and anglers.;;You will have a chance to explore the giant sequoias of Grant Grove and the Giant Forest, visit the Giant Forest Museum to introduce yourself to the Park’s natural and human history, enjoy the breathtaking views at Mineral King Valley, and see the fragile beauty of water-sculpted formations inside Crystal Cave.Miles of hiking trails, led by the prominent Pacific Crest Trail, provide opportunities to feast your eyes on the fantastic scenery and enjoy an adventure experience."
0a5762d9-5874-4f31-be67-7eb0bdfa6bed;wildlifeInfo;"Significant elevation change creates an impressive diversity of plant and animal species. Vegetation zones starting in the foothills with oak woodlands and chaparral are followed by pine forests which eventually turn into alpine meadows as you move higher in the mountains. Pines of the montane and subalpine zones are represented by white fir, sugar, incense-cedar, red fir, ponderosa, whitebark, foxtail, and limber pines. Outstanding members of this community, giant sequoias win in terms of size but are outnumbered by the pine trees.;Wildlife is distributed in a similar way, according to the zones. Typical mammals in the foothills are gray fox, bobcat, striped and spotted skunks, black bear, woodrat, pocket gopher, and white-footed mouse; with plenty of birds and reptiles as well: California quail, scrub jay, lesser goldfinch, wrentit, acorn woodpecker, gopher snake, California kingsnake, striped racer, western whiptail lizard, and the California newt.;Chickaree, gray and golden-mantled ground squirrels, mule deer, black bear, mountain lion, and a variety of birds populate the montane forests and meadows. Marmot, pika, and white-tailed jackrabbit live in the subalpine and alpine areas."
0a5762d9-5874-4f31-be67-7eb0bdfa6bed;geologyAndHistory;"The topography of the Sequoia and Kings Canyon National Parks encompasses portions of two grand geological formations: the foothills of the San Joaquin Valley and the Sierra Nevada range.;The terrain was shaped by Pleistocene glaciers and subduction along the North American–Pacific Plate boundary that created peaks, canyons, domes, glacial lakes, and marble caves.High peaks in the east of the parks (from 12,000 to 14,000 feet) descend steeply to the elevations of 4,500 feet in the western part, thus creating an impressive contrast. Mount Whitney is probably the most famous peak in the Sequoia and Kings Canyon’s collection and one of the tallest mountains in the US, at 14,500 feet of elevation.;Mountains and canyons are mostly composed of granite, diorite, and monzonite which are 100 million years old igneous intrusive rocks. Yet, the Sierra Nevada Range is only 10 million years old and was formed when the Sierra Nevada-Great Valley Block tilted and uplifted under the influence of tectonic forces in the region of the Great Basin.;The impact of the glaciers is evident through the U-shaped valleys of Cedar Grove, Paradise Valley, and Tehipite Valley. Tehipite Dome, the biggest granite dome in the Sierra Nevada, was also formed by glaciers. Although nothing is left of those ancient glaciers these days, it doesn’t mean there are no glaciers in the parks: they are found on the highest peaks and they are surprisingly rather young (~1,000 years old). However, they are melting swiftly and it is very likely they will soon disappear because of rising temperatures.;;HistoryThe area of the parks was originally populated by the Monache. They primarily occupied the vicinity of the Kaweah River (i.e., the Foothills region) but they also used the mountain passes as trade routes. European settlers brought with them diseases new to the Indigenous Peoples and as the result, their population shrank substantially in a short period of time. Another problem the Monache had to face was the loss of their lands as the settlers began actively using the natural resources of the area, the Giant Sequoia trees being one of them.;In 1890, the Sequoia National Park was established in an attempt to preserve the land and protect the trees from logging. Kings Canyon National Park was designated in 1940 largely because of (and thanks to!) John Muir’s activism. The two parks united in 1943 due to their closeness and similarities."
0b3cb362-7c5d-485f-9e4a-b11f7280daa6;description;The Hoover Wilderness extends east from the crest of the Sierra Nevada across miles of steep mountainous terrain, interspersed with verdant meadows and stippled with glassy alpine lakes.Most of the area lies within the immense Humboldt-Toiyabe National Forest and its smaller portion falls within the Inyo National Forest. The eastern border of the Wilderness is shared with famous Yosemite National Park.The Hoover Wilderness is a popular destination for a wide spectrum of visitors, as it offers ample opportunities for backpacking, wildlife viewing, and fishing, all while enjoying excellent views!
0b3cb362-7c5d-485f-9e4a-b11f7280daa6;wildlifeInfo;Tree species in the forested areas of the Hoover Wilderness include hemlock, pine, aspen, and cottonwood, and bright carpets of wildflowers cover the intermittent meadows.The Wilderness is home to a variety of bird and mammal life, such as black bears, Sierra Nevada bighorn sheep, mule deer, Sierra Nevada red fox, red-tailed hawk, and sage-grouse. The lakes are teeming with brown, brook, golden, and rainbow trout.
0b3cb362-7c5d-485f-9e4a-b11f7280daa6;geologyAndHistory;"HistoryThe earliest residents of the land in and around what later became the Hoover Wilderness were the Ahwahnechee, who lived there for at least the last 8,000 years. The Sierra Miwok were also known to visit the area as part of their trading routes. In the late 1840’s and 1850’s, during the California Gold Rush, the large influx of Europeans resulted in the Indigenous Peoples being forced from their traditional dwellings.;Almost one hundred years later, the Hoover Wilderness became officially protected as it acquired the status of ‘Primitive Area’ in 1931 and got its name from then-president - Herbert Hoover. In 1956 the area was designated a Wilderness Area and became federally protected. The territory of the Hoover Wilderness was enlarged significantly to its present size in 2009.GeologyThe Hoover Wilderness occupies a portion of the Sierra Nevada mountain range stretching from the Sonora Pass on the north to the Tioga Pass on the south.;The beginning of the Sierra Nevada geological history is associated with the Triassic period and the formation of the region’s earliest granite. During the ‘Nevadan Orogeny’ metamorphic rocks were formed. In the Cretaceous period, magma emerged from the subduction process when an oceanic plate started to dive under the North American plate, and as a result, the Sierra Nevada batholith arose. Then came the glacier-related erosion during the Ice Age, when the characteristic rounded domes were created and U-shaped canyons were carved throughout the mountains. The Sierra Nevada continues to rise and the process is accompanied by large earthquakes, such as the Lone Pine earthquake that took place in 1872.;If you are interested in the geology of the Hoover Wilderness you can also check this geologic map by the U.S. Geological Survey."
0bc37aba-37c9-420b-8186-c4212bf0a659;description;"The Nez Perce-Clearwater National Forest (NPCNF) is a national forest in central Idaho along its eastern border with Montana. NPCNF is the combination of two national forests (Nez Perce National Forest and Clearwater National Forest) which were administratively combined in 2012. The forest consists of six ranger districts, each offering their own unique outdoor recreation and camping opportunities. NPCNF owes its diverse range of activities to its geography, biodiversity, rich history, and climate.;Nez Perce-Clearwater National Forest has a humid continental climate with warm summers. This climate makes hiking, camping and boating here especially enjoyable, as visitors will likely avoid extreme temperatures during the summer months. During the winter, however, there is plenty of snow and the temperatures remain below freezing, but this creates opportunities for winter recreation like snowmobiling and cross-country skiing.This climate also gives way to a wonderful diversity of plants and animals in the forest. In fact, these two and a half million acres of mountains and vast landscapes are also home to the southern end of the largest inland temperate rainforest in North America!; Fir and Pine species generally dominate this forest though so do thousands of streams and multiple major rivers, making it one of the best places for rafting and fishing in the United States.; Aside from its vast outdoor recreation opportunities, NPCNF has preserved thousands of historical and archaeological sites - from the Nimiipuu Nation who arrived 11,500 years ago to the arrival of European-Americans in the 1800’s."
0bc37aba-37c9-420b-8186-c4212bf0a659;wildlifeInfo;"Nez Perce and Clearwater National Forest is known for its great biodiversity, all of which you will have the opportunity to observe while visiting this national forest.A study by the World Wildlife Fund ranked the Forest’s Clearwater Basin as one of the best habitats for large carnivores in the Rocky Mountains. In addition to mountain lions, wolves, and black bears — Nez Perce and Clearwater National Forest is also home to a great variety of threatened and endangered species. These include lynx and grizzly bears, which are rarely spotted.Parts of the Nez Perce Clearwater National Forest are also a temperate rainforest. As such, you can expect to see a wide variety of plants. Specifically, this rainforest is made up mostly of Grand and Subalpine fir trees, as well as Western Redcedar and Rocky Mountain Maple. When it comes to the sheer land area covered by these tree species, the Spruce, Douglas, and Grand firs take up the most space. See more information and research about the trees in Nez Perce-Clearwater National Forest in the Forest Service’s Forest Resources of the Clearwater National Forest report.; More detailed information about the ecosystem here can be found on the Forest Service’s Nez Perce Terrestrial Ecosystem page."
0bc37aba-37c9-420b-8186-c4212bf0a659;geologyAndHistory;"Nez Perce-Clearwater National Forest is rich in natural and human history in large part due to the fact that humans have inhabited the lands that today make up this forest for over 10,000 years - the people of the Nimiipuu Tribe were the main inhabitants of these lands until just over 200 years ago when Lewis &amp; Clark led an expedition across these land in 1805-1806. Today you can visit the Lewis &amp; Clark Grove on Cedar Creek, which commemorates where the expedition team set up camp.;In addition to explorers, this region became frequented by fur trappers such as John Work, who led a party of about fifty from Hudson Bay along the Lolo Trail in 1831.; The party was caught in an unusually early snowstorm in October that year which covered the grass in up to six feet of snow, made travel difficult if not impossible, and resulted in the loss of some of his horses.Later came miners with the discovery of gold in Pierce, Idaho in 1860 and most of the major streams that run through Nez Perce-Clearwater National Forest owe their English names to the miners from that time who named them. Most of the miners and gold prospectors arrived from California, already experienced in the business thanks to the gold rush in the 1840s that brought them to California in the first place.The 1870s saw clashes between Americans and native peoples, namely, some tribes of the Nimiipuu People (or Nez Perce as Lewis &amp; Clark had called them).; They fought under the leadership of Chief Joseph who had resisted efforts by American settlers to relocate them from their ancestral lands in Oregon to less populated areas in Idaho. This became known as the Nez Perce War, a war that was fought for some 1,200 miles while the tribe was under pursuit of General Oliver Howard. Finally cornered in northwest Montana, not far from the Canadian border, Chief Joseph surrendered under the condition that he and his people could return to the promised reservation in Idaho.;Today the Nez Perce reservation is situated in western Idaho near the Oregon and Washington borders, and is immediately adjacent to present-day Clearwater National Forest, which was established in 1908. More than a century later in 2012, Clearwater National Forest was combined with Nez Perce National Forest, giving way to the Nez Perce-Clearwater National Forest we have today. Read more about the history and culture of this region from one of the Forest Service’s Historical and Cultural Publications.Nez Perce-Clearwater National Forest is located in the Northern Rocky Mountains Rocky Mountain System, except for a few small sections which are located in the Columbia Plateau (See Map).;As for natural history, the story of the region’s geology is just as interesting but obviously goes back much further than human history. Nez Perce-Clearwater National Forest rests upon a bedrock of partially metamorphosed, Precambrian rocks that are part of the Belt Supergroup - a layer of sedimentary rocks that are over a billion years old! During the Precambrian Era, sediments were deposited into a vast, yet shallow sea which covered most of western Montana and even parts of northern Idaho. This sea is known as the Belt Basin. The sediments cemented into sandstones, shales, and limestones, which over time, and under the forces of heat and pressure, metamorphosed into quartzite, the product of metamorphosed quartz sandstone, and argillite, which is basically a lithified mud.Nez Perce-Clearwater National Forest is part of the Rocky Mountains, a mountain range that was uplifted and folded along fault lines. These faults have not only played a role in the landscape’s development, but have also played a role in determining the movement of water through streams and rivers here. These faults and the associated tectonic movement has significantly altered the layers of the aforementioned Belt rocks. In some areas of Nez Perce-Clearwater National Forest, you can observe its highly weathered and crushed Basalt bedrock.Another final note worthy of mention is the role volcanoes have played in formation of this region’s geography and landscape. Eruptions from volcanoes in Washington and Oregon, namely, Glacier Peak, Mount St. Helens, and Crater Lake have all contributed to the mineral-rich composition of this forest’s soil, which lays atop the Basalt bedrock. These mineral deposits from volcanic eruptions have helped make this area so highly productive in terms of plant life and vegetation. For more information on this region’s geology, hydrology, topography, etc., see the Forest Service’s Forest Plan Assessment for Nez Perce-Clearwater National Forest."
0d6c784b-d64e-41cf-bf94-52ac63cdea57;description;Situated along the eastern edge of San Diego County, outside the southern boundary of Cleveland National Forest, the Hauser Mountain Wilderness Study Area covers 5,540 acres of land near Campo, CA, close to the US-Mexico border.The major highlight of the WSA is Hauser Mountain, part of the Peninsular Ranges - a group of mountain ranges that extend from Southern California into Baja California, Mexico. The peak reaches an elevation of around 3,800 ft. and offers stunning panoramic views of the region. The area is characterized by rocky slopes, steep canyons, and diverse vegetation, including chaparral and oak woodlands.Another noteworthy feature of the WSA is the stretch of the Pacific Crest Trail - approximately 6 miles - that winds its way through the area’s northeastern corner. Popular with experienced backpackers, the trail provides an excellent opportunity to immerse yourself in the natural beauty of the WSA with its expansive views and plenty of wildflowers in spring. To learn more about the route, please check out both PCT: CA Section A (NOBO) - Campo to Warner Springs and PCT: CA Section A (SOBO) - Warner Springs to Campo.
0d6c784b-d64e-41cf-bf94-52ac63cdea57;wildlifeInfo;
0d6c784b-d64e-41cf-bf94-52ac63cdea57;geologyAndHistory;
0dc87260-b09d-441e-b7be-2f7a1694c907;wildlifeInfo;
0dc87260-b09d-441e-b7be-2f7a1694c907;geologyAndHistory;
0dc87260-b09d-441e-b7be-2f7a1694c907;description;Spring Meadow Lake State Park is located on the edge of Helena, Montana, at Spring Meadow Lake. It is a well-maintained urban day-use recreation area that can be enjoyed year-round, with activities such as swimming, fishing, non-motorized boating, and even scuba diving available in the summer, and ice fishing and ice skating in wintertime. The park has many facilities, including picnic tables, and several trails if you want to take a walk around the lake and its vicinity. Boat and kayak rentals are available. The park’s pavilion can be rented for various occasions and large gatherings.Visitors will enjoy beautiful views of the rolling hills around Helena. Spring Meadow Lake is man-made and fed by clear, mountain spring water and its fish species include largemouth bass, cutthroat trout, yellow perch, and pumpkinseed.
12d52153-2b50-463e-b188-8c817bd2d85b;wildlifeInfo;"When it comes to tree species, conifer and oak forests are most typical at elevations of 5,000 feet and higher. Areas that receive more precipitation have plenty of ferns and madrone trees growing. Other common trees are willows, cottonwood, and alder. Chaparral plant communities are common at lower elevations and are characterized by evergreen shrubs that are sometimes referred to as dwarf trees.;There are 53 sensitive plants found in the region and at least 300 endemic (native) species.As for large mammals, they are represented by mule deer, San Pedro Martir coyote, and bobcats. Black bears and mountain lions are also present in the area, but rarely seen.;Threatened and endangered species call the National Monument home as well, and include the arroyo chub fish, Nelson’s bighorn sheep, and mountain yellow-legged frog. "
12d52153-2b50-463e-b188-8c817bd2d85b;description;The eighth national monument established in the US, California’s San Gabriel Mountains National Monument sits on almost 350,000 acres of land. More than four million people visit annually, making it one of the most popular national monuments - though the number is not necessarily surprising given that almost 17 million people live within a ninety-minute drive. The San Gabriel Mountains NM is managed by the US Forest Service and comprises over 340,000 acres of the Angeles National Forest and 4,000 acres of the San Bernardino National Forest.The San Gabriel Mountains are particularly rugged with rolling hills, peaks, and deep canyons that make the range quite difficult to traverse. John Muir once said: “Not even in the Sierra have I ever made the acquaintance of mountains more rigidly inaccessible.” The National Monument encompasses almost all the major peaks of the San Gabriel Mountains, including Mount Baden-Powell (9,399 feet), Throop Peak (9,138 feet), and Mount Baldy (10,064 feet). Gorgeous waterfalls, dense forests, and protected Wild and Scenic Rivers all contribute to the grand scenery of the mountainous region. And there are over 600 archaeological sites within the National Monument’s boundaries!Outdoor enthusiasts of all types will find something for themselves here. Bike lovers will enjoy a national bicycle trail, the 7-mile West Fork National Scenic Byway that runs parallel to the West Fork River. Those looking for an Off-Highway Vehicle experience will be entertained by the Pit, an area along the slopes of Pine Mountain, on the Rincon Shortcut Road. Hikers are welcomed on dozens of hiking trails that together cover over 500 miles of the area, including 176 miles of the Pacific Crest Trail. Other recreational activities are horseback riding, fishing, hunting, hand-gliding, and picnicking.
12d52153-2b50-463e-b188-8c817bd2d85b;geologyAndHistory;"To protect “objects of historic and scientific interest”, President Barack Obama dedicated the area as the San Gabriel Mountains National Monument in 2014, by use of the Antiquities Act of 1906. It is managed by the US Forest Service. For information on human history within the area, please visit the monument’s managing national forest pages: Angeles National Forest and San Bernardino National Forest.In terms of geology, the San Gabriel Mountains National Monument covers nearly the entire portion of the San Gabriel Mountains. The area mostly consists of granitic and metasedimentary rocks formed in the Precambrian and Mesozoic periods and the mountains themselves were uplifted by a set of fault blocks in the Cenozoic Era. The mountains were specifically shaped mostly by the San Andreas and San Jacinto Faults.The San Gabriel Mountains are known for having the fastest erosion in the contiguous United States, especially as forest fire rates have increased over the 1900’s and into the 2000’s.; More fires mean less vegetation to keep soil in place; less soil means less vegetation regrowth.; At present, it’s very hard to predict whether the soil will be able to restore itself."
13eca1a0-371a-478e-a393-b39c88734d13;wildlifeInfo;
13eca1a0-371a-478e-a393-b39c88734d13;geologyAndHistory;
13eca1a0-371a-478e-a393-b39c88734d13;description;"Council Grove State Park is conveniently located near downtown;Missoula;amidst an old-growth ponderosa pine stand and huge riparian forests of cottonwood alongside the Clark Fork River. The nearby verdant meadows make for perfect picnic areas. This primitive, history-oriented park is a great day-use area for birdwatching and wildlife viewing, as well as dog walking. Visitors are also encouraged to check out the historical exhibits at the informational kiosk.;The park is located at the site where local Indigenous Tribes - the Bitterroot Salish, Upper Pend d'Oreille, and Lower Kootenai - and the US government signed the Hellgate Treaty. Which exchanged the tribes' traditional hunting grounds for annuity payments and formed the Flathead Reservation within the Mission Valley."
